"Dataset: ACS 5-Year Estimates Public Use Microdata Sample (2023)"
"Weight: Housing Unit Weight (WGTP)"
"Universe:"
"Selected Geographies: Default (usually U.S.)"
"","","","Citizenship status (CIT)","","","","","","","","","","","","","",""
"","","","Born in the U.S.","","","Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas","","","Born abroad of U.S. citizen parent or parents","","","U.S. citizen by naturalization","","","Not a citizen of the U.S.","",""
"","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","","","Asian recode (Asian alone or in combination with one or more other races) (RACASN)","",""
"Group","Yearly food stamp/Supplemental Nutrition Assistance Program (SNAP) recipiency","Total","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes","Total Asian recode (Asian alone or in combination with one or more other races) (RACASN)","No","Yes"
"","Total","315,475,116","265,124,630","255,256,030","9,868,600","1,971,805","1,927,201","44,604","3,366,313","2,820,231","546,082","23,723,665","15,903,582","7,820,083","21,288,703","16,346,096","4,942,607"
" -> Sierra Leone","","47,874","0","0","0","0","0","0","2,671","2,642","29","30,679","30,547","132","14,524","14,466","58"
"","Yes","7,536","0","0","0","0","0","0","523","523","0","4,954","4,954","0","2,059","2,059","0"
"","No","40,338","0","0","0","0","0","0","2,148","2,119","29","25,725","25,593","132","12,465","12,407","58"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Dominica","","31,542","0","0","0","0","0","0","1,281","1,257","24","20,035","20,011","24","10,226","10,043","183"
"","Yes","7,004","0","0","0","0","0","0","252","228","24","3,470","3,470","0","3,282","3,099","183"
"","No","24,538","0","0","0","0","0","0","1,029","1,029","0","16,565","16,541","24","6,944","6,944","0"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Sudan","","62,367","0","0","0","0","0","0","4,934","4,934","0","35,829","35,549","280","21,604","21,203","401"
"","Yes","18,621","0","0","0","0","0","0","1,375","1,375","0","10,052","10,029","23","7,194","7,194","0"
"","No","43,746","0","0","0","0","0","0","3,559","3,559","0","25,777","25,520","257","14,410","14,009","401"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Uganda","","41,714","0","0","0","0","0","0","2,132","1,972","160","19,966","15,754","4,212","19,616","18,864","752"
"","Yes","9,098","0","0","0","0","0","0","682","682","0","3,030","2,851","179","5,386","5,343","43"
"","No","32,616","0","0","0","0","0","0","1,450","1,290","160","16,936","12,903","4,033","14,230","13,521","709"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> South Sudan","","9,795","0","0","0","0","0","0","462","462","0","6,212","6,173","39","3,121","3,081","40"
"","Yes","2,282","0","0","0","0","0","0","132","132","0","1,454","1,454","0","696","696","0"
"","No","7,513","0","0","0","0","0","0","330","330","0","4,758","4,719","39","2,425","2,385","40"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" -> Other Africa, Not Specified","","28,400","0","0","0","0","0","0","3,092","3,050","42","12,044","11,728","316","13,264","13,044","220"
"","Yes","5,155","0","0","0","0","0","0","237","237","0","1,719","1,694","25","3,199","3,199","0"
"","No","23,245","0","0","0","0","0","0","2,855","2,813","42","10,325","10,034","291","10,065","9,845","220"
"","N/A (vacant)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
